GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Male,United States,26.0,"Not employed, and not looking for work",Yes,,,R,< 1 year,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,23.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Norway,40.0,Employed full-time,,,,,,,,,,,,,
Male,Philippines,28.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Other,Retail,500 to 999 employees,,,,
Male,United States,39.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,R,,Master's degree,Management information systems,Internet-based,,,,,
Female,Mexico,16.0,I prefer not to say,No,,,,,I prefer not to answer,,,,,,,
Male,Taiwan,22.0,I prefer not to say,Yes,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
Male,India,36.0,I prefer not to say,No,,,Python,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Taiwan,26.0,Employed full-time,,Data Scientist,,,,Bachelor's degree,Physics,Internet-based,20 to 99 employees,Sometimes,,,
A different identity,Other,25.0,Employed full-time,,Other,Employed by college or university,,,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,32.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Academic,10 to 19 employees,,,,
Female,Indonesia,23.0,Employed full-time,,,,,,,,,,,,,
Male,Singapore,27.0,Employed full-time,,,,,,,,,,,,,
Female,South Korea,25.0,Employed part-time,,Data Scientist,Employed by company that makes advanced analytic software,,,Bachelor's degree,,,,,,,
Male,Belgium,47.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,Self-employed,,,Master's degree,Electrical Engineering,CRM/Marketing,,,,,
Male,United States,39.0,Employed part-time,,Scientist/Researcher,Employed by college or university,R,,Master's degree,Other,Academic,10 to 19 employees,Rarely,,,5
Male,People 's Republic of China,34.0,Employed full-time,,Scientist/Researcher,Employed by college or university,,,Doctoral degree,Computer Science,Academic,20 to 99 employees,,,,
Male,Australia,30.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,,Master's degree,Computer Science,Internet-based,"1,000 to 4,999 employees",Sometimes,155000,AUD,7
Female,Indonesia,25.0,Employed part-time,,Computer Scientist,Employed by college or university,,,Bachelor's degree,Computer Science,Academic,20 to 99 employees,,,,
Male,India,23.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,Python,< 1 year,Bachelor's degree,Electrical Engineering,Other,,,,,
Male,India,23.0,Employed full-time,,Machine Learning Engineer,Employed by a company that performs advanced analytics,C/C++/C#,1-2 years,Bachelor's degree,"Information technology, networking, or system administration",Internet-based,,,,,
Male,United States,51.0,"Not employed, but looking for work",,,,,< 1 year,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,22.0,"Not employed, and not looking for work",Yes,,,Python,,Bachelor's degree,Computer Science,,,,,,
Female,Brazil,22.0,Employed full-time,,Statistician,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",R,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Other,20 to 99 employees,Rarely,"25,000",BRL,10 - Highly Satisfied
Male,India,22.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,United States,30.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Doctoral degree,A social science,Technology,100 to 499 employees,,,,
Female,Pakistan,25.0,"Independent contractor, freelancer, or self-employed",,Other,Self-employed,,,Professional degree,,Academic,,,,,
Male,Other,46.0,"Independent contractor, freelancer, or self-employed",,DBA/Database Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,,Master's degree,"Information technology, networking, or system administration",Financial,,,100000,EUR,8
Male,United States,45.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,A humanities discipline,,,,,,
Male,Other,27.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
A different identity,Other,26.0,Employed full-time,,Statistician,Employed by college or university,R,1-2 years,Bachelor's degree,Mathematics or statistics,Financial,,,,,
Male,India,39.0,Employed full-time,,Scientist/Researcher,Employed by college or university,,,Doctoral degree,Electrical Engineering,,,,,,
Male,Other,24.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,Python,,Bachelor's degree,Electrical Engineering,Internet-based,20 to 99 employees,Rarely,40000,,8
Male,India,19.0,I prefer not to say,Yes,,,Python,< 1 year,I prefer not to answer,Computer Science,,,,,,
Male,India,25.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,Python,,Master's degree,Electrical Engineering,Technology,"1,000 to 4,999 employees",Never,1400000,INR,7
Male,United States,45.0,Employed full-time,,Scientist/Researcher,Employed by professional services/consulting firm,,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Technology,"10,000 or more employees",,,,
Male,Switzerland,26.0,"Not employed, but looking for work",,,,Python,< 1 year,Master's degree,Other,,,,,,
Female,United States,24.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Doctoral degree,Computer Science,Financial,,,,,
Male,United States,28.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Computer Science,,,,,,
Male,United States,31.0,"Independent contractor, freelancer, or self-employed",,Scientist/Researcher,Self-employed,R,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Academic,,Always,"125,000",USD,9
Female,India,21.0,"Not employed, but looking for work",,,,Python,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,United Kingdom,27.0,Employed full-time,,Other,Employed by government,Python,,Master's degree,A humanities discipline,Government,100 to 499 employees,Most of the time,50000,,8
Male,United States,25.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Computer Science,,,,,,
Male,India,35.0,"Independent contractor, freelancer, or self-employed",,Business Analyst,Employed by a company that doesn't perform advanced analytics,,,Professional degree,,Telecommunications,,,,,
Male,Turkey,37.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,3-5 years,Doctoral degree,Electrical Engineering,Manufacturing,,,,,
Female,India,21.0,"Not employed, but looking for work",,,,Python,1-2 years,Bachelor's degree,Computer Science,,,,,,
Male,India,27.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Financial,,,,,
Male,Australia,31.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,Python,,Bachelor's degree,Mathematics or statistics,CRM/Marketing,100 to 499 employees,Sometimes,,,4
Male,Canada,18.0,Employed part-time,,Other,Employed by a company that doesn't perform advanced analytics,R,,Some college/university study without earning a bachelor's degree,Computer Science,Retail,,,,,
Male,South Africa,52.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,R,,Master's degree,Engineering (non-computer focused),Other,Fewer than 10 employees,Most of the time,370000,ZAR,10 - Highly Satisfied
Male,United States,29.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,,,Master's degree,Electrical Engineering,Mix of fields,20 to 99 employees,,,,
Male,France,24.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,Python,,Master's degree,Mathematics or statistics,Insurance,"10,000 or more employees",Rarely,50000,EUR,7
Male,India,25.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,Technology,"10,000 or more employees",,,,
Male,India,21.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,Python,,Bachelor's degree,Computer Science,Technology,20 to 99 employees,Most of the time,500000,INR,5
Male,South Korea,25.0,Employed full-time,,Researcher,Employed by college or university,,,Master's degree,Mathematics or statistics,Academic,,,,,
Female,Australia,29.0,Employed part-time,,Scientist/Researcher,Employed by college or university,,,Doctoral degree,Physics,Academic,,,,,
Male,United States,25.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,< 1 year,Master's degree,Engineering (non-computer focused),Internet-based,,,,,
Male,Pakistan,22.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,R,< 1 year,Bachelor's degree,Computer Science,Technology,,,,,
Female,United States,21.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,,Bachelor's degree,Mathematics or statistics,Technology,500 to 999 employees,Never,,,5
Male,People 's Republic of China,50.0,Employed full-time,,Data Scientist,Employed by college or university,Python,,Doctoral degree,Biology,Academic,100 to 499 employees,Never,,,7
Male,India,23.0,Employed full-time,,,,,,,,,,,,,
Male,Australia,45.0,Employed full-time,,Other,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",Python,,Bachelor's degree,Computer Science,Insurance,"10,000 or more employees",Sometimes,140000,,5
Male,Russia,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,Russia,35.0,"Not employed, but looking for work",,,,Python,1-2 years,Master's degree,Management information systems,,,,,,
Male,Other,34.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,"Employed by a company that performs advanced analytics,Self-employed",Python,1-2 years,Bachelor's degree,Management information systems,Telecommunications,,,,,
Female,Indonesia,26.0,I prefer not to say,Yes,,,Matlab,,Master's degree,Electrical Engineering,,,,,,
Male,India,27.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,Computer Science,Technology,"1,000 to 4,999 employees",,,,
Male,India,23.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Mix of fields,"10,000 or more employees",,,,
Male,Indonesia,40.0,Employed full-time,,Predictive Modeler,Employed by college or university,,,Doctoral degree,,,,,,,
Male,India,22.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Master's degree,Computer Science,Technology,"1,000 to 4,999 employees",,,,
Female,Italy,29.0,Employed full-time,,Business Analyst,Employed by company that makes advanced analytic software,,,Bachelor's degree,Mathematics or statistics,Financial,500 to 999 employees,,,,
Female,Canada,31.0,Employed full-time,,Researcher,Employed by government,,,Master's degree,A social science,,,,,,
Male,Hong Kong,22.0,Employed full-time,,Other,Employed by professional services/consulting firm,Python,,Bachelor's degree,Other,Mix of fields,"10,000 or more employees",Sometimes,300000,HKD,3
Female,Other,24.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Other,,,,,,
Male,Japan,32.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Master's degree,,,,,,,
Male,Taiwan,23.0,"Independent contractor, freelancer, or self-employed",,Data Scientist,"Employed by professional services/consulting firm,Employed by college or university,Self-employed",,,Master's degree,"Information technology, networking, or system administration",Academic,,,,,
Male,Belgium,32.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,Python,,Doctoral degree,Physics,Other,20 to 99 employees,Sometimes,70000,EUR,7
